timestamp,agent_id,user_id,tool_called,tokens,latency_s,refusal_flag,injection_detected,outcome,note
2026-08-14 12:25:01,novassist,CUST-10055,get_transactions,1946,2.21,N,N,success,
2026-08-14 12:27:41,novassist,CUST-10057,update_case,1397,1.98,N,N,success,
2026-08-14 12:30:13,novassist,CUST-10032,get_transactions,1181,1.9,N,N,success,
2026-08-14 12:32:35,novassist,CUST-10010,get_balance,2289,2.1,N,N,success,
2026-08-14 12:35:29,novassist,CUST-10033,web_search,1479,1.92,N,N,success,
2026-08-14 12:38:12,novassist,CUST-10033,get_transactions,2463,1.54,N,N,success,
2026-08-14 12:40:16,novassist,CUST-10037,get_balance,2292,1.84,N,N,success,
2026-08-14 12:42:58,novassist,CUST-10058,web_search,1998,2.32,N,N,success,
2026-08-14 12:45:20,novassist,CUST-10015,get_balance,663,0.68,N,N,success,
2026-08-14 12:47:41,novassist,CUST-10024,get_balance,1371,2.1,N,N,success,
2026-08-14 12:49:52,novassist,CUST-10004,web_search,638,1.73,N,N,success,
2026-08-14 12:52:19,novassist,CUST-10016,send_email,1140,0.61,N,N,success,
2026-08-14 12:55:01,novassist,CUST-10005,web_search,1630,2.22,N,N,success,
2026-08-14 12:56:12,novassist,CUST-10043,update_case,735,1.94,N,N,success,
2026-08-14 12:58:12,novassist,CUST-10017,get_balance,2332,1.08,N,N,success,
2026-08-14 13:00:45,novassist,CUST-10049,get_transactions,1072,1.93,N,N,success,
2026-08-14 13:02:43,novassist,CUST-10032,send_email,757,1.46,N,N,success,
2026-08-14 14:05:18,novassist,CUST-10042,get_transactions,792,0.32,N,N,success,high-velocity sequence
2026-08-14 14:05:36,novassist,CUST-10042,get_balance,439,0.6,N,N,success,high-velocity sequence
2026-08-14 14:05:49,novassist,CUST-10042,get_transactions,733,0.67,N,N,success,high-velocity sequence
2026-08-14 14:06:01,novassist,CUST-10042,get_balance,406,0.54,N,N,success,high-velocity sequence
2026-08-14 14:06:16,novassist,CUST-10042,get_transactions,897,0.64,N,N,success,high-velocity sequence
2026-08-14 14:06:35,novassist,CUST-10042,get_balance,745,0.54,N,N,success,high-velocity sequence
2026-08-14 14:06:54,novassist,CUST-10042,get_transactions,637,0.53,N,N,success,high-velocity sequence
2026-08-14 14:07:14,novassist,CUST-10042,get_balance,857,0.57,N,N,success,high-velocity sequence
2026-08-14 14:07:26,novassist,CUST-10042,get_balance,879,0.54,N,N,success,high-velocity sequence
2026-08-14 14:07:38,novassist,CUST-10042,get_transactions,439,0.71,N,N,success,high-velocity sequence
2026-08-14 14:07:53,novassist,CUST-10042,get_transactions,598,0.4,N,N,success,high-velocity sequence
2026-08-14 14:08:15,novassist,CUST-10042,get_balance,438,0.59,N,N,success,high-velocity sequence
2026-08-14 14:08:25,novassist,CUST-10042,get_transactions,887,0.48,N,N,success,high-velocity sequence
2026-08-14 14:08:42,novassist,CUST-10042,get_transactions,854,0.36,N,N,success,high-velocity sequence
2026-08-14 14:08:55,novassist,CUST-10042,get_balance,654,0.75,N,N,success,high-velocity sequence
2026-08-14 14:09:10,novassist,CUST-10042,get_transactions,412,0.38,N,N,success,high-velocity sequence
2026-08-14 14:09:25,novassist,CUST-10042,get_transactions,607,0.45,N,N,success,high-velocity sequence
2026-08-14 14:09:35,novassist,CUST-10042,get_transactions,576,0.49,N,N,success,high-velocity sequence
2026-08-14 14:09:44,novassist,CUST-10042,get_transactions,400,0.46,N,N,success,high-velocity sequence
2026-08-14 14:09:57,novassist,CUST-10042,get_transactions,461,0.77,N,N,success,high-velocity sequence
2026-08-14 14:10:08,novassist,CUST-10042,get_balance,861,0.67,N,N,success,high-velocity sequence
2026-08-14 14:10:20,novassist,CUST-10042,get_transactions,433,0.5,N,N,success,high-velocity sequence
2026-08-14 14:10:41,novassist,CUST-10042,get_balance,584,0.76,N,N,success,high-velocity sequence
2026-08-14 14:11:01,novassist,CUST-10042,get_transactions,837,0.32,N,N,success,high-velocity sequence
2026-08-14 14:11:10,novassist,CUST-10042,get_balance,827,0.63,N,N,success,high-velocity sequence
2026-08-14 14:11:28,novassist,CUST-10042,get_balance,527,0.79,N,N,success,high-velocity sequence
2026-08-14 14:11:42,novassist,CUST-10042,get_transactions,497,0.69,N,N,success,high-velocity sequence
2026-08-14 14:12:02,novassist,CUST-10042,get_transactions,852,0.31,N,N,success,high-velocity sequence
2026-08-14 14:12:22,novassist,CUST-10042,get_transactions,867,0.74,N,N,success,high-velocity sequence
2026-08-14 14:12:38,novassist,CUST-10042,get_balance,768,0.34,N,N,success,high-velocity sequence
2026-08-14 14:13:00,novassist,CUST-10042,get_transactions,630,0.61,N,N,success,high-velocity sequence
2026-08-14 14:13:10,novassist,CUST-10042,get_transactions,648,0.32,N,N,success,high-velocity sequence
2026-08-14 14:13:32,novassist,CUST-10042,get_balance,487,0.54,N,N,success,high-velocity sequence
2026-08-14 14:13:45,novassist,CUST-10042,get_transactions,552,0.43,N,N,success,high-velocity sequence
2026-08-14 14:14:04,novassist,CUST-10042,get_transactions,607,0.63,N,N,success,high-velocity sequence
2026-08-14 14:14:16,novassist,CUST-10042,get_transactions,685,0.63,N,N,success,high-velocity sequence
2026-08-14 14:14:25,novassist,CUST-10042,get_balance,729,0.38,N,N,success,high-velocity sequence
2026-08-14 14:14:36,novassist,CUST-10042,get_transactions,681,0.41,N,N,success,high-velocity sequence
2026-08-14 14:14:58,novassist,CUST-10042,get_transactions,788,0.52,N,N,success,high-velocity sequence
2026-08-14 14:15:08,novassist,CUST-10042,get_balance,524,0.35,N,N,success,high-velocity sequence
2026-08-14 14:15:21,novassist,CUST-10042,get_balance,563,0.42,N,N,success,high-velocity sequence
2026-08-14 14:15:33,novassist,CUST-10042,get_balance,854,0.31,N,N,success,high-velocity sequence
2026-08-14 14:15:54,novassist,CUST-10042,get_transactions,596,0.51,N,N,success,high-velocity sequence
2026-08-14 14:16:10,novassist,CUST-10042,get_balance,592,0.44,N,N,success,high-velocity sequence
2026-08-14 14:16:30,novassist,CUST-10042,get_balance,655,0.44,N,N,success,high-velocity sequence
2026-08-14 14:16:43,novassist,CUST-10042,get_balance,751,0.55,N,N,success,high-velocity sequence
2026-08-14 14:17:01,novassist,CUST-10042,get_balance,447,0.44,N,N,success,high-velocity sequence
2026-08-14 14:17:12,novassist,CUST-10042,get_transactions,604,0.62,N,N,success,high-velocity sequence
2026-08-14 14:30:47,novassist,CUST-10188,search_kb,459,0.99,Y,N,refused,repeated refusal
2026-08-14 14:31:08,novassist,CUST-10188,search_kb,365,0.42,Y,N,refused,repeated refusal
2026-08-14 14:31:58,novassist,CUST-10188,search_kb,600,0.74,Y,N,refused,repeated refusal
2026-08-14 14:32:22,novassist,CUST-10188,search_kb,500,1.05,Y,N,refused,repeated refusal
2026-08-14 14:33:15,novassist,CUST-10188,search_kb,539,1.08,Y,N,refused,repeated refusal
2026-08-14 14:33:50,novassist,CUST-10188,search_kb,700,0.48,Y,N,refused,repeated refusal
2026-08-14 14:34:19,novassist,CUST-10188,search_kb,377,0.77,Y,N,refused,repeated refusal
2026-08-14 14:34:45,novassist,CUST-10188,search_kb,669,0.89,Y,N,refused,repeated refusal
2026-08-14 14:35:34,novassist,CUST-10188,search_kb,343,0.79,Y,N,refused,repeated refusal
2026-08-14 14:35:56,novassist,CUST-10188,search_kb,300,0.95,Y,N,refused,repeated refusal
2026-08-14 14:36:30,novassist,CUST-10188,search_kb,591,1.04,Y,N,refused,repeated refusal
2026-08-14 15:12:00,novassist,CUST-10203,read_mailbox,3400,1.8,N,Y,success,injection pattern detected in inbound email
2026-08-14 15:12:06,novassist,CUST-10203,get_transactions,2100,1.1,N,N,success,
2026-08-14 15:12:14,novassist,CUST-10203,send_email,1800,0.9,N,N,success,OUTBOUND SEND following injection flag
2026-08-14 15:32:17,novassist,CUST-10009,web_search,1115,1.55,N,N,success,
2026-08-14 15:35:08,novassist,CUST-10045,get_balance,803,0.73,N,N,success,
2026-08-14 15:38:22,novassist,CUST-10038,get_transactions,1394,1.07,N,N,success,
2026-08-14 15:39:22,novassist,CUST-10001,update_case,1217,2.39,N,N,success,
2026-08-14 15:41:33,novassist,CUST-10021,web_search,2319,2.19,N,N,success,
2026-08-14 15:44:34,novassist,CUST-10034,get_transactions,1720,1.04,N,N,success,
2026-08-14 15:47:19,novassist,CUST-10046,web_search,1229,0.7,N,N,success,
2026-08-14 15:49:08,novassist,CUST-10032,web_search,1925,1.36,N,N,success,
2026-08-14 15:51:13,novassist,CUST-10015,web_search,1469,2.27,N,N,success,
2026-08-14 15:53:11,novassist,CUST-10032,get_balance,2025,1.21,N,N,success,
2026-08-14 15:55:58,novassist,CUST-10024,web_search,1411,0.96,N,N,success,
2026-08-14 15:58:12,novassist,CUST-10048,update_case,738,0.97,N,N,success,
2026-08-14 16:00:03,novassist,CUST-10020,get_transactions,1072,1.44,N,N,success,
2026-08-14 16:02:10,novassist,CUST-10049,search_kb,823,2.31,N,N,success,
2026-08-14 16:05:16,novassist,CUST-10040,get_transactions,2435,1.0,N,N,success,
2026-08-14 16:08:02,novassist,CUST-10059,web_search,715,2.31,N,N,success,
2026-08-14 16:09:39,novassist,CUST-10026,get_balance,1036,0.64,N,N,success,
2026-08-14 16:11:15,novassist,CUST-10027,get_balance,2053,0.71,N,N,success,
2026-08-14 16:13:55,novassist,CUST-10029,web_search,2409,1.17,N,N,success,
2026-08-14 16:15:23,novassist,CUST-10006,get_transactions,1274,0.94,N,N,success,
2026-08-14 16:18:37,novassist,CUST-10048,send_email,665,1.16,N,N,success,
2026-08-14 16:21:13,novassist,CUST-10054,search_kb,1279,1.4,N,N,success,
2026-08-14 16:22:40,novassist,CUST-10001,get_balance,1173,0.75,N,N,success,
2026-08-14 16:25:27,novassist,CUST-10057,get_balance,1749,2.34,N,N,success,
2026-08-14 16:27:20,novassist,CUST-10025,search_kb,2174,2.08,N,N,success,
2026-08-14 16:30:10,novassist,CUST-10006,get_balance,2044,1.45,N,N,success,
2026-08-14 16:32:45,novassist,CUST-10035,send_email,995,1.18,N,N,success,
2026-08-14 16:35:46,novassist,CUST-10002,web_search,1441,1.05,N,N,success,
2026-08-14 16:38:29,novassist,CUST-10003,send_email,671,1.44,N,N,success,
2026-08-14 16:39:44,novassist,CUST-10017,get_transactions,2130,0.71,N,N,success,
2026-08-14 16:42:10,novassist,CUST-10024,search_kb,1286,2.32,N,N,success,
2026-08-14 16:43:21,novassist,CUST-10017,web_search,2067,1.84,N,N,success,
2026-08-14 16:45:31,novassist,CUST-10020,get_balance,2077,1.96,N,N,success,
2026-08-14 16:46:47,novassist,CUST-10002,get_transactions,819,1.46,N,N,success,
2026-08-14 16:49:46,novassist,CUST-10050,send_email,2217,1.05,N,N,success,
2026-08-14 16:52:36,novassist,CUST-10053,send_email,871,2.27,N,N,success,
2026-08-14 16:54:22,novassist,CUST-10001,web_search,1221,2.08,N,N,success,
2026-08-14 16:56:00,novassist,CUST-10039,get_transactions,1271,2.15,N,N,success,
2026-08-14 16:58:57,novassist,CUST-10024,update_case,761,1.52,N,N,success,
2026-08-14 17:01:37,novassist,CUST-10049,get_transactions,1106,1.33,N,N,success,
2026-08-14 17:02:45,novassist,CUST-10031,update_case,1715,1.19,N,N,success,
2026-08-14 17:05:34,novassist,CUST-10057,get_balance,747,1.08,N,N,success,
2026-08-14 17:06:55,novassist,CUST-10014,get_balance,1462,1.5,N,N,success,
2026-08-14 17:09:49,novassist,CUST-10012,get_transactions,872,1.35,N,N,success,
2026-08-14 17:11:49,novassist,CUST-10048,update_case,2334,1.99,N,N,success,
2026-08-14 17:13:20,novassist,CUST-10050,search_kb,1201,1.1,N,N,success,
2026-08-14 17:15:28,novassist,CUST-10024,search_kb,2111,1.07,N,N,success,
2026-08-14 17:18:20,novassist,CUST-10016,get_transactions,1102,1.02,N,N,success,
2026-08-14 17:20:32,novassist,CUST-10057,update_case,985,1.19,N,N,success,
2026-08-14 17:23:13,novassist,CUST-10017,get_transactions,1639,1.55,N,N,success,
2026-08-14 17:24:38,novassist,CUST-10042,send_email,675,0.78,N,N,success,
2026-08-14 17:27:39,novassist,CUST-10057,get_transactions,2321,1.41,N,N,success,
2026-08-14 17:30:14,novassist,CUST-10003,search_kb,1076,0.81,N,N,success,
2026-08-14 17:32:02,novassist,CUST-10039,update_case,997,2.27,N,N,success,
2026-08-14 17:34:37,novassist,CUST-10033,get_transactions,1519,1.69,N,N,success,
2026-08-14 17:35:38,novassist,CUST-10007,web_search,1820,1.88,N,N,success,
2026-08-14 17:38:07,novassist,CUST-10014,get_balance,1355,1.21,N,N,success,
2026-08-14 17:39:18,novassist,CUST-10014,search_kb,678,1.68,N,N,success,
2026-08-14 17:41:10,novassist,CUST-10053,get_balance,2276,1.19,N,N,success,
2026-08-14 17:43:45,novassist,CUST-10012,update_case,1239,0.74,N,N,success,
2026-08-15 03:14:34,novassist,CUST-10077,raise_payment,1361,0.98,N,N,success,out-of-hours
2026-08-15 03:15:56,novassist,CUST-10077,get_transactions,1204,1.16,N,N,success,out-of-hours
2026-08-15 03:16:45,novassist,CUST-10077,partner_api,1346,0.59,N,N,success,out-of-hours
2026-08-15 03:17:35,novassist,CUST-10077,raise_payment,1512,0.77,N,N,success,out-of-hours
2026-08-15 03:18:41,novassist,CUST-10077,partner_api,1114,0.92,N,N,success,out-of-hours
2026-08-15 03:19:17,novassist,CUST-10077,raise_payment,1563,1.07,N,N,success,out-of-hours
2026-08-15 03:20:32,novassist,CUST-10077,raise_payment,1226,0.52,N,N,success,out-of-hours
2026-08-15 03:21:48,novassist,CUST-10077,partner_api,1001,0.89,N,N,success,out-of-hours
2026-08-15 03:23:09,novassist,CUST-10077,get_transactions,806,0.93,N,N,success,out-of-hours
